327,871,6,25,80
736,118,6,25,53
380,830,17,25,53
478,53,89,53,80
571,795,17,53,443
724,293,1,23,80
686,744,6,80,20
132,634,6,443,22
917,549,6,20,53
313,954,17,68,80
959,426,6,80,20
958,145,89,25,80
657,900,17,23,80
177,704,17,68,79
995,265,1,22,80
595,34,6,25,68
938,281,6,23,68
853,362,6,23,53
318,78,89,80,443
306,806,17,22,68
755,459,6,23,23
649,890,17,20,22
23,918,17,25,443
217,190,6,25,53
939,31,6,23,68
821,52,17,20,22
505,84,17,80,22
153,471,17,22,79
812,650,89,443,53
997,548,17,79,53
56,418,6,80,53
866,750,1,443,25
69,303,1,22,443
47,153,6,80,20
348,402,17,79,22
641,794,6,22,80
392,369,17,80,53
418,200,6,20,443
122,214,6,79,79
337,862,1,80,443
293,328,6,53,53
516,799,17,80,443
372,23,6,80,23
215,373,17,53,53
799,919,17,20,53
133,897,6,25,68
647,2,17,22,23
22,245,6,80,20
163,345,6,20,53
140,680,17,25,23
22,307,6,443,22
577,883,17,68,25
918,261,1,68,79
922,334,6,23,80
350,535,1,443,53
330,245,17,443,23
72,36,6,53,80
611,629,17,53,443
597,164,17,443,22
374,23,1,443,20
682,54,17,53,79
920,659,1,80,23
864,666,17,20,80
55,979,6,53,25
964,893,1,443,53
793,727,17,68,68
644,874,6,53,80
887,176,1,53,53
359,79,6,22,80
39,904,6,53,443
579,843,6,22,22
962,904,1,68,22
144,277,17,53,53
357,616,17,80,80
806,522,6,25,80
14,273,17,53,68
324,620,1,25,80
250,213,6,53,25
512,723,17,79,79
585,444,6,443,79
23,812,6,68,443
547,645,6,22,22
46,948,17,20,80
918,659,17,443,53
959,549,6,80,20
159,695,17,22,22
448,967,6,80,20
872,124,6,80,20
153,334,17,23,80
355,854,6,80,53
864,490,17,80,25
126,525,17,79,443
877,757,6,25,23
686,192,1,22,80
942,780,17,443,23
288,31,17,80,22
786,389,17,53,23
693,192,17,80,20
121,835,17,23,22
443,989,17,80,80
922,172,6,25,80
782,815,6,443,80
662,408,1,20,20
191,745,6,68,53
410,664,17,80,443
809,465,17,22,25
225,811,6,22,443
496,875,17,53,53
116,405,6,23,20
632,41,6,20,20
711,451,17,23,23
655,227,17,80,53
82,119,17,22,25
910,482,6,53,25
756,992,17,443,53
294,399,17,80,22
195,698,17,80,23
429,44,6,53,22
325,377,6,20,443
671,111,6,80,79
791,865,17,443,80
556,691,89,53,68
643,591,17,25,80
335,189,1,25,80
712,225,1,443,443
17,469,6,25,80
909,832,17,68,80
319,406,6,25,79
91,495,6,80,22
448,14,1,22,20
725,278,6,53,53
895,308,6,53,53
133,271,17,80,22
656,572,17,80,23
950,881,6,80,80
942,884,6,22,22
808,930,17,80,20
130,257,1,53,53
746,526,6,53,79
71,951,6,20,79
688,400,6,22,53
466,870,17,22,79
990,248,6,23,80
789,26,89,79,53
121,180,17,20,22
874,551,17,443,22
740,435,1,53,80
234,722,17,68,53
508,772,6,25,23
238,522,6,22,443
720,943,17,23,22
66,579,6,25,53
175,678,6,53,22
755,694,6,25,25
273,315,6,25,68
308,131,6,80,25
230,133,6,22,53
674,703,17,80,23
228,505,6,80,80
156,804,6,20,80
360,647,6,79,80
609,935,1,80,53
612,979,6,25,22
147,909,1,22,25
391,658,6,79,25
562,951,1,53,23
69,545,1,23,23
939,875,6,53,23
579,375,17,80,80
670,985,17,25,20
939,335,6,53,79
357,287,6,443,53
30,737,17,53,20
670,611,6,80,443
68,28,6,53,80
299,513,17,53,22
928,518,6,23,53
768,52,17,79,53
988,738,6,23,53
191,803,6,22,20
96,60,6,80,22
531,338,89,80,80
633,365,17,20,80
847,130,6,25,53
916,499,6,53,23
652,20,17,443,443
600,356,17,22,79
875,902,17,20,68
127,215,17,53,80
606,481,6,53,68
931,335,17,23,79
770,290,17,68,22
888,390,17,25,25
737,499,17,80,23
108,199,17,20,20
668,768,17,53,443
360,555,17,53,80
457,400,6,25,53
285,55,17,25,23
945,835,1,25,53
187,233,6,53,53
500,80,6,443,79
770,354,6,25,80
724,9,6,22,53
681,924,17,20,80
730,786,6,20,80
453,965,17,79,22
999,674,17,20,23
183,43,6,22,22
581,82,6,80,443
774,621,17,25,22
583,388,17,25,53
174,757,17,22,53
248,45,1,25,25
109,261,1,443,53
544,891,17,25,79
75,57,6,23,80
275,549,6,68,68
390,462,17,53,53
135,333,17,80,3
608,392,6,25,68
799,977,17,53,443
832,657,17,53,80
855,779,6,25,22
668,616,17,80,22
490,262,6,25,23
729,740,1,53,23
116,111,1,53,23
36,869,6,20,23
142,98,6,20,53
12,6,6,53,25
379,418,6,443,53
555,4,6,23,23
968,66,6,53,25
561,901,1,20,80
38,900,6,22,23
762,211,6,53,80
922,223,17,20,23
47,61,17,22,25
782,729,6,22,53
737,783,6,22,443
239,815,17,80,79
363,860,6,80,53
966,518,6,20,53
804,955,17,443,53
676,271,6,20,53
84,420,6,53,53
605,272,6,68,53
573,465,6,53,25
273,316,6,22,53
127,386,6,20,53
696,708,17,20,22
677,607,17,443,25
362,136,6,53,79
7,631,6,22,23
512,39,17,443,80
873,246,6,79,53
254,929,17,25,20
920,200,6,53,443
574,456,17,443,25
163,75,6,53,80
785,975,6,53,443
52,948,17,25,22
144,531,6,80,79
52,226,17,23,25
588,198,17,23,22
604,925,6,443,53
554,279,6,68,23
337,490,6,25,443
672,764,17,80,80
107,946,6,443,68
847,874,6,80,53
994,429,6,68,53
689,131,6,443,25
704,785,6,20,80
693,129,6,80,68
932,929,6,25,22
396,698,6,53,80
177,468,17,80,22
987,14,17,20,53
710,529,6,22,23
366,295,17,80,22
873,64,6,443,22
995,433,6,25,20
782,40,17,80,22
628,625,17,20,20
719,672,17,53,23
665,962,6,80,23
950,67,17,80,443
724,729,1,20,68
999,802,6,20,53
382,468,6,22,443
828,819,6,80,80
915,842,1,443,53
795,190,6,53,79
283,707,6,68,80
50,549,6,23,53
298,426,17,53,80
888,596,6,53,443
252,328,6,80,53
801,893,6,23,20
901,721,6,25,53
643,607,17,20,20
281,284,6,23,53
579,640,6,53,23
970,805,17,68,25
345,598,6,20,23
42,138,6,80,80
605,558,17,20,22
679,150,6,53,22
166,45,1,20,53
510,951,1,22,53
43,181,6,443,25
403,977,1,53,22
211,125,1,53,80
785,809,6,20,23
81,810,17,68,53
424,5,17,68,80
647,901,17,443,53
982,862,17,22,23
491,917,17,80,443
169,751,6,80,53
744,514,17,80,23
587,405,17,53,53
309,571,17,23,80
632,120,17,23,23
470,632,6,23,443
556,695,17,53,68
486,920,17,53,53
974,680,1,20,80
758,876,17,80,53
685,890,6,20,53
921,758,1,23,443
734,133,1,53,80
836,287,6,80,443
773,504,17,25,80
507,983,17,20,53
675,397,6,23,22
403,341,6,443,20
686,8,17,23,79
397,154,17,53,53
110,520,89,22,25
673,478,1,53,80
903,844,17,25,53
2,646,17,53,80
421,330,6,53,20
903,625,17,25,443
544,797,1,80,79
863,597,1,443,53
523,16,6,80,53
777,784,6,80,53
750,75,17,25,80
888,324,6,53,443
629,599,17,80,22
946,2,17,25,53
943,189,6,443,23
538,301,6,80,25
222,284,6,80,53
796,504,6,80,443
249,185,6,80,80
161,179,6,68,79
385,621,17,80,53
606,423,6,53,53
574,87,6,80,80
448,369,6,53,80
186,298,6,79,20
621,118,89,443,443
573,755,17,53,25
237,649,6,53,53
763,423,6,80,80
555,716,17,80,53
93,521,6,443,25
691,778,17,22,20
162,333,17,68,4
218,162,6,443,25
33,637,6,22,23
390,292,6,80,53
327,91,6,20,80
545,223,17,68,53
277,680,6,23,443
772,534,89,53,23
166,529,17,68,80
10,470,17,80,23
855,788,6,79,80
52,846,17,23,79
412,189,6,53,20
504,507,6,23,443
494,17,6,68,53
976,820,6,23,53
303,756,6,68,68
445,586,1,80,79
268,985,17,80,25
409,273,6,80,22
90,113,17,79,53
284,210,6,443,53
347,705,6,53,79
754,865,17,23,23
876,293,6,80,25
563,272,1,79,25
864,681,6,20,68
636,313,6,20,68
983,938,17,53,23
384,87,1,53,25
810,950,6,25,23
678,23,17,53,443
231,875,17,25,79
896,395,17,25,53
513,840,17,20,80
460,530,1,23,22
852,231,17,53,80
39,513,6,20,80
191,507,17,80,20
847,967,6,25,22
390,656,6,25,53
614,615,1,443,53
125,186,6,53,53
329,919,6,80,80
107,984,89,23,23
629,674,6,53,68
553,392,17,23,80
851,220,6,53,25
180,690,17,53,80
4,722,17,53,80
404,100,17,79,443
60,614,6,20,25
159,341,6,80,53
482,607,89,53,23
924,930,1,20,443
232,997,17,80,53
622,610,6,80,23
831,737,6,68,53
483,737,6,25,22
56,742,17,80,443
608,784,6,23,80
544,214,6,53,20
417,243,6,22,25
931,396,6,22,22
867,420,6,22,53
553,802,6,68,53
572,503,6,53,25
57,657,6,53,80
355,619,6,53,23
427,334,6,53,53
146,579,6,53,80
985,13,6,80,80
859,586,6,443,22
128,482,6,79,80
377,712,6,53,80
635,815,6,53,22
546,956,17,53,22
835,738,17,443,22
676,485,17,79,68
966,44,6,22,23
501,378,6,23,53
103,522,1,23,23
571,426,6,80,53
538,978,6,22,53
324,56,17,23,20
927,317,6,80,23
949,40,1,68,53
454,936,6,53,22
927,711,6,25,22
351,175,6,25,25
357,460,6,80,20
913,265,17,68,22
808,768,6,23,20
674,636,17,23,80
323,430,17,80,80
992,804,17,80,443
596,994,1,80,443
695,867,17,443,80
27,383,17,80,25
810,394,17,20,22
63,976,6,53,53
78,664,6,80,20
525,434,17,443,80
530,318,17,443,80
429,253,1,443,25
820,949,6,80,79
963,735,17,443,23
616,207,6,25,80
583,953,6,53,53
964,128,6,20,443
165,527,17,80,23
847,386,6,22,80
535,786,17,79,443
543,213,17,80,22
848,541,17,25,53
741,608,17,443,53
241,225,6,53,80
90,185,6,53,443
853,839,6,25,53
24,313,17,25,80
35,316,6,53,68
216,184,17,22,80
544,659,6,79,443
574,646,1,23,68
498,702,17,22,53
63,367,6,25,20
889,684,6,22,20
842,154,17,68,80
29,266,17,53,22
171,881,6,80,22
811,565,6,53,23
856,479,17,53,443
976,710,6,22,443
143,903,17,25,53
330,444,6,22,53
274,275,6,25,22
764,100,17,53,53
740,285,17,80,79
377,141,17,22,68
679,9,1,23,22
278,852,6,80,443
500,646,6,53,25
479,362,17,80,23
317,341,6,79,20
216,803,6,80,79
246,444,6,22,53
615,419,17,23,79
473,432,6,25,20
318,706,6,22,22
17,991,17,25,23
145,473,17,53,80
804,36,17,68,53
606,145,6,443,80
121,300,17,80,53
713,726,6,53,25
238,253,6,80,53
621,150,6,53,53
290,559,6,79,80
407,830,1,80,22
829,643,6,25,68
618,268,6,23,53
186,475,17,80,80
11,580,6,25,23
203,460,17,23,25
849,147,17,80,79
609,777,17,23,80
353,263,17,25,80
364,455,17,25,23
621,602,17,20,20
296,11,17,53,443
995,4,6,79,79
554,156,6,53,23
101,360,6,53,53
603,365,17,80,22
372,269,1,25,25
467,827,17,80,79
255,937,17,53,22
945,221,6,23,53
428,475,6,20,23
106,359,17,23,20
969,934,17,20,23
471,960,17,25,80
306,900,17,53,53
786,179,6,53,68
51,363,17,53,22
827,88,6,22,23
142,790,1,80,20
981,737,17,23,53
370,889,6,53,53
662,654,6,53,53
27,19,17,68,23
118,755,6,25,80
118,687,6,80,53
111,932,17,20,80
34,316,17,20,68
496,680,89,443,22
488,562,17,20,443
529,876,6,20,53
953,47,6,20,68
482,26,6,80,25
652,68,17,80,23
830,461,6,443,443
733,860,17,20,53
728,319,6,53,25
901,444,17,22,80
804,378,17,53,68
768,682,6,443,80
844,176,1,53,22
686,773,1,80,20
433,34,17,53,25
604,287,6,22,53
134,762,6,443,443
473,163,6,53,25
446,685,6,22,25
300,694,6,80,25
697,104,1,68,53
247,615,17,53,20
429,84,17,53,53
660,6,6,25,22
293,98,17,53,80
386,706,6,22,22
338,79,6,53,23
62,851,6,22,80
372,736,17,80,22
806,305,6,80,80
799,32,17,80,22
499,461,17,22,53
426,832,17,443,22
829,547,6,53,20
181,645,17,20,443
663,453,6,23,79
392,30,6,80,23
997,38,6,443,80
869,498,17,53,25
940,864,89,25,20
824,430,17,25,80
580,522,6,53,443
974,580,6,20,20
792,535,6,22,68
797,736,17,20,53
143,254,17,80,25
983,667,17,53,80
131,448,17,79,80
541,408,6,20,23
722,154,6,53,79
698,957,6,20,22
274,386,6,22,53
640,490,1,25,79
208,689,6,22,53
83,375,6,443,53
370,419,1,22,443
142,338,6,22,22
433,118,1,25,20
695,326,17,20,443
260,649,6,443,443
231,696,89,23,443
768,49,6,53,443
313,673,6,53,25
430,776,17,20,80
538,20,17,443,53
801,131,1,79,80
970,27,6,53,80
372,511,17,53,68
911,519,17,23,53
232,598,17,80,25
476,266,6,23,23
328,619,17,23,80
76,997,6,443,23
823,818,89,80,79
453,228,89,80,53
548,780,6,80,23
577,428,17,79,20
667,169,6,443,80
914,483,6,20,23
12,965,6,443,80
203,721,17,80,443
726,868,17,80,53
387,105,17,20,80
334,180,17,53,68
56,881,6,80,22
404,233,17,443,25
865,117,6,53,80
30,444,6,53,53
647,393,6,80,23
740,444,6,25,80
178,292,17,53,443
69,448,6,68,53
979,828,17,25,25
630,450,6,20,68
442,403,17,80,20
612,251,17,443,23
633,750,17,22,53
546,369,17,80,53
620,616,6,68,25
137,965,17,22,23
964,70,17,53,23
665,986,17,23,53
116,437,6,53,20
748,440,1,25,80
535,982,17,53,80
226,704,6,25,443
262,770,6,23,23
683,876,17,80,80
657,66,6,80,25
826,32,6,53,22
337,156,17,68,79
465,581,6,443,79
15,719,17,20,25
567,690,17,25,22
819,159,6,53,20
344,817,17,25,23
677,602,6,80,20
55,45,17,53,23
72,843,6,23,443
355,678,17,443,20
354,701,17,22,53
721,365,6,80,25
838,718,6,79,80
253,456,17,80,53
379,92,6,23,53
602,382,6,80,20
788,18,17,53,68
795,716,17,80,443
692,437,17,80,20
760,131,17,80,22
919,160,17,79,53
172,598,89,443,20
918,181,6,22,20
330,192,17,80,443
768,327,6,80,23
866,423,6,53,80
703,947,17,53,53
912,613,6,53,53
433,596,17,25,53
115,840,6,23,443
846,510,6,25,22
405,662,17,20,23
638,242,17,443,68
22,788,17,53,80
161,318,89,23,23
373,408,1,80,80
665,380,6,443,25
199,413,6,80,53
774,809,1,53,80
640,892,17,80,53
51,739,17,53,23
224,60,89,22,20
709,471,6,53,53
846,16,17,53,23
353,969,6,80,443
121,390,1,22,443
933,314,1,53,53
219,43,6,53,22
948,570,6,80,80
473,811,17,25,443
915,98,17,23,79
722,166,6,53,53
48,741,6,22,25
677,27,17,23,23
760,641,6,80,20
552,53,1,53,25
316,984,17,443,443
37,444,6,20,53
452,60,1,20,25
11,939,17,25,443
285,130,6,53,80
998,987,6,53,20
401,779,6,53,25
129,644,1,25,80
870,90,1,20,443
654,514,6,20,443
887,804,6,25,68
255,51,17,80,23
52,162,1,23,80
216,298,17,22,53
461,844,17,53,53
964,467,17,22,25
930,951,89,80,68
993,653,6,20,53
169,910,6,23,22
215,53,17,80,25
716,183,6,25,80
919,511,6,23,443
575,303,6,68,23
492,713,6,443,443
279,192,6,53,20
900,465,17,22,25
889,500,6,80,23
536,756,89,53,22
747,126,6,80,20
797,633,89,80,53
325,108,17,53,25
512,624,6,443,22
549,944,17,53,443
863,955,17,53,68
456,191,6,80,25
893,673,89,80,25
476,407,6,25,25
778,325,6,443,80
453,243,6,23,20
843,201,89,53,53
308,739,17,68,20
92,894,1,68,25
978,930,17,22,68
529,577,1,20,25
696,202,1,443,80
862,502,6,68,22
717,111,1,80,53
439,301,1,68,80
97,88,17,25,68
976,240,6,80,68
776,712,17,80,23
825,65,6,80,53
95,245,6,53,20
905,999,17,53,20
974,960,89,53,443
432,605,1,22,80
824,319,89,23,80
418,583,6,25,80
651,655,6,80,68
864,363,6,80,443
610,699,89,20,80
630,947,6,53,22
774,832,17,80,80
997,52,6,23,20
451,763,17,68,80
800,576,6,25,25
412,45,6,53,22
643,863,1,25,53
526,107,6,22,68
875,382,6,23,23
775,257,6,23,25
846,977,17,22,25
381,574,6,53,20
274,179,6,443,68
787,678,17,80,53
466,362,17,80,25
683,90,1,53,23
497,834,17,20,80
165,337,89,25,20
577,346,6,20,25
90,7,6,25,22
70,237,17,20,23
577,450,17,68,25
465,533,17,80,20
497,121,17,53,53
879,553,6,25,53
300,145,17,20,443
305,59,6,80,80
283,322,17,20,80
542,392,89,68,23
500,529,1,23,80
922,679,17,443,25
771,833,17,80,79
714,276,6,53,53
26,728,17,22,25
163,889,6,80,53
340,699,17,79,443
703,842,6,23,25
824,821,17,22,443
704,642,17,20,22
303,20,17,80,22
764,264,89,80,22
810,591,6,443,79
626,921,6,22,80
743,972,17,23,79
891,71,17,20,443
131,36,17,80,53
355,89,6,22,53
411,72,17,53,22
535,645,6,22,23
714,804,17,443,53
881,214,1,80,23
129,103,17,80,80
103,90,6,25,23
721,390,6,53,20
246,864,17,25,22
374,767,6,80,20
217,119,17,53,23
726,687,1,80,443
895,686,6,22,53
961,941,17,53,80
404,996,6,25,79
600,198,1,443,23
820,289,17,80,25
915,191,6,68,443
170,952,6,53,25
541,779,17,79,80
226,430,89,20,53
369,240,6,22,80
437,288,6,20,443
15,76,17,80,80
177,56,17,53,80
824,449,6,68,20
622,761,89,443,22
1,2,1,22,53
365,214,6,443,25
638,40,6,20,22
643,63,6,80,25
893,600,17,53,80
853,869,6,53,53
376,720,6,53,80
367,676,17,53,23
841,806,6,443,23
649,816,17,53,23
139,763,6,23,25
90,78,1,80,25
146,71,17,23,80
377,242,1,80,443
470,641,17,20,53
499,23,6,68,23
295,300,17,80,22
734,540,1,20,25
903,963,6,80,443
448,678,89,53,443
989,61,1,80,80
508,813,17,443,25
234,213,89,443,23
648,540,17,53,22
382,675,17,53,80
122,168,6,68,80
115,863,17,443,79
366,802,6,22,20
273,234,17,68,53
306,411,17,53,20
106,366,17,23,80
86,343,17,25,53
194,548,17,23,53
990,589,17,20,22
519,613,17,79,20
707,512,17,68,20
438,304,17,53,25
749,291,6,22,22
792,318,6,23,80
932,180,6,53,79
592,356,17,23,20
54,92,6,25,443
753,646,1,25,23
73,862,1,22,23
495,144,1,23,53
703,567,17,68,20
78,937,6,22,20
755,327,17,22,53
727,879,17,22,20
269,988,6,53,80
233,175,17,23,20
890,502,6,20,443
956,988,6,20,20
260,577,6,53,79
831,602,1,53,53
775,900,6,53,25
744,909,1,80,23
25,126,6,443,53
549,418,17,20,53
740,492,1,20,22
762,190,89,68,25
873,761,6,22,80
74,425,6,23,53
284,5,17,53,443
736,78,6,68,23
749,559,17,53,80
621,790,17,79,25
614,968,1,68,53
891,912,6,80,68
607,377,6,53,20
663,347,1,80,80
672,816,6,20,80
158,384,6,68,80
604,514,17,22,443
253,131,6,68,443
664,241,17,80,80
188,826,17,80,22
438,284,6,79,53
666,79,6,53,53
14,606,17,80,53
835,798,1,20,53
431,104,6,53,53
89,278,6,22,22
451,652,17,25,79
922,596,17,80,80
246,339,6,53,25
489,392,17,20,25
633,178,6,80,22
208,788,6,22,22
804,334,17,25,79
170,553,6,80,20
557,915,6,68,20
121,569,17,80,53
180,462,6,443,25
32,154,6,25,68
640,688,6,53,25
792,929,6,20,68
352,466,17,443,22
448,657,17,53,53
822,768,17,25,68
600,865,6,443,20
463,956,6,23,80
394,949,17,53,25
814,756,1,20,23
820,796,17,22,80
250,713,6,443,23
309,357,6,53,20
6,379,17,80,25
546,451,17,80,22
522,546,17,443,22
421,819,17,53,80
808,269,6,79,25
776,331,17,53,79
347,557,1,80,80
168,302,6,53,25
488,108,6,80,20
180,628,6,25,20
503,159,6,22,80
223,381,17,25,53
827,891,6,20,53
700,517,1,79,53
669,126,6,53,443
71,510,1,20,53
107,228,17,68,20
777,172,6,80,53
805,174,17,80,23
282,424,17,80,22
319,287,17,68,443
974,735,17,80,22
220,576,6,22,79
301,451,17,25,443
137,335,6,23,25
753,481,6,20,79
