141,998,17,23,80,normal
701,588,17,20,443,normal
552,286,6,80,80,normal
376,589,17,25,25,normal
818,900,1,80,23,normal
828,920,17,53,23,normal
135,170,6,53,20,normal
141,41,6,443,53,normal
971,979,1,80,22,normal
543,701,6,25,23,normal
557,646,17,80,20,normal
311,345,6,22,53,normal
821,555,6,80,53,normal
275,902,6,80,80,anomaly
303,603,17,53,22,normal
602,22,17,53,53,normal
894,576,6,25,80,normal
724,204,6,53,80,normal
684,158,17,25,53,normal
663,546,17,22,20,normal
613,653,17,80,25,normal
37,306,17,80,23,normal
800,622,6,25,443,normal
990,46,6,68,80,normal
314,419,6,80,53,normal
759,409,17,53,20,normal
356,982,17,22,68,normal
707,446,1,80,53,normal
812,757,17,22,20,normal
338,806,17,443,80,normal
311,899,17,443,53,normal
387,741,17,23,443,normal
301,476,17,23,80,normal
784,615,6,53,53,normal
466,241,17,22,80,normal
573,790,6,79,80,normal
779,114,17,22,68,normal
522,84,6,80,53,normal
514,647,17,53,23,normal
119,169,1,23,20,normal
557,15,1,25,20,normal
287,438,6,22,20,normal
586,982,17,443,443,normal
680,843,17,443,79,normal
460,385,1,80,22,normal
68,850,6,79,23,normal
494,495,17,53,68,normal
691,597,1,53,20,normal
227,818,17,80,25,normal
560,831,89,80,23,normal
879,356,17,25,20,normal
855,626,17,25,20,normal
665,923,6,53,23,normal
721,472,6,23,20,normal
749,802,1,23,80,normal
730,371,17,22,53,normal
984,843,6,25,53,normal
311,861,6,20,443,normal
434,897,89,80,80,normal
510,341,17,443,23,normal
824,847,6,68,25,normal
209,819,6,80,443,normal
580,874,17,443,23,normal
425,831,17,443,20,normal
996,524,17,80,80,normal
649,34,17,23,23,normal
827,205,6,22,53,normal
768,595,17,25,23,normal
863,19,6,79,53,normal
43,671,1,25,80,normal
721,230,17,20,80,normal
711,412,6,25,20,normal
225,922,6,53,80,normal
726,490,89,20,53,normal
17,522,17,80,53,normal
378,325,6,68,53,normal
562,902,6,80,80,anomaly
232,701,17,68,80,normal
829,744,6,20,53,normal
689,154,6,80,68,normal
464,755,17,53,20,normal
103,803,6,53,80,normal
72,688,17,22,53,normal
398,788,1,79,53,normal
591,96,6,53,80,normal
89,49,6,68,22,normal
80,366,1,25,20,normal
616,682,1,25,53,normal
886,607,17,53,53,normal
107,779,1,79,53,normal
80,167,89,443,443,normal
680,344,1,80,25,normal
79,407,17,80,79,normal
390,307,6,443,53,normal
601,159,6,22,53,normal
799,744,6,23,53,normal
303,960,17,22,443,normal
311,344,1,79,79,normal
846,141,17,53,22,normal
514,420,17,25,22,normal
565,709,6,53,80,normal
503,420,17,443,80,normal
99,91,6,53,53,normal
787,560,6,23,22,normal
29,881,6,25,68,normal
860,878,17,53,23,normal
585,101,6,53,80,normal
355,513,6,53,22,normal
281,748,17,53,80,normal
997,541,6,53,22,normal
294,183,6,443,20,normal
529,215,17,80,79,normal
955,960,17,53,20,normal
277,697,17,443,25,normal
65,876,6,20,79,normal
309,663,6,53,80,normal
309,695,6,443,23,normal
155,343,17,23,53,normal
731,549,17,23,23,normal
505,950,6,20,80,normal
389,118,17,68,68,normal
617,904,6,22,80,normal
724,866,17,80,53,normal
147,943,17,23,53,normal
778,1000,17,80,443,normal
271,512,6,53,53,normal
784,551,17,443,443,normal
178,849,6,68,80,normal
686,511,89,53,23,normal
684,813,17,53,80,normal
573,61,6,80,53,normal
277,355,17,80,22,normal
622,782,17,80,53,normal
533,481,6,68,23,normal
929,306,6,68,80,normal
231,40,6,443,80,normal
472,443,6,443,22,normal
337,337,17,443,68,normal
357,163,17,443,53,normal
772,44,6,22,80,normal
696,496,6,23,53,normal
814,700,6,20,80,normal
85,174,6,53,25,normal
535,558,6,443,22,normal
550,672,17,23,53,normal
928,65,6,25,79,normal
969,897,6,25,80,normal
337,274,6,23,80,normal
643,724,17,22,80,normal
934,357,1,20,80,normal
576,658,6,443,23,normal
64,758,6,443,53,normal
436,192,6,53,53,normal
588,352,17,25,68,normal
669,886,17,80,22,normal
505,109,17,53,80,normal
561,200,6,22,20,normal
400,401,6,53,20,normal
234,156,6,23,25,normal
282,993,17,25,20,normal
746,562,6,20,53,normal
738,205,6,25,22,normal
767,56,17,80,443,normal
9,961,17,23,80,normal
737,325,1,25,443,normal
862,564,6,443,23,normal
513,582,6,53,80,normal
421,248,1,80,80,normal
313,110,6,443,53,normal
297,918,1,23,53,normal
841,441,17,443,25,normal
332,768,6,25,443,normal
574,360,6,443,23,normal
167,5,1,25,22,normal
523,735,6,25,80,normal
156,158,6,22,22,normal
139,416,1,80,53,normal
706,855,17,53,25,normal
512,587,6,68,68,normal
687,350,17,23,80,normal
978,291,17,25,22,normal
111,930,6,22,53,normal
688,883,17,80,53,normal
139,883,17,68,53,normal
799,364,17,53,79,normal
490,665,6,25,79,normal
604,122,17,53,23,normal
581,450,1,80,25,normal
174,352,17,53,80,normal
944,768,17,443,20,normal
378,917,17,25,25,normal
550,722,17,68,80,normal
761,254,6,53,22,normal
124,99,1,23,53,normal
218,713,6,22,53,normal
311,871,6,80,53,normal
706,496,17,25,53,normal
946,740,6,79,79,normal
55,78,6,22,20,normal
35,230,1,80,25,normal
440,149,6,80,53,normal
698,410,6,80,80,normal
561,814,1,80,68,normal
672,409,17,22,443,normal
515,716,6,68,79,normal
980,382,17,22,25,normal
241,54,17,80,80,normal
884,329,17,80,25,anomaly
388,70,1,25,443,normal
609,813,6,20,79,normal
860,516,17,22,25,normal
247,902,6,443,80,anomaly
308,421,17,25,22,normal
25,129,17,25,22,normal
390,908,6,80,443,normal
998,305,6,53,443,normal
232,840,6,20,53,normal
648,40,17,80,20,normal
461,312,6,80,80,normal
395,926,17,80,53,normal
333,749,6,23,20,normal
706,224,1,443,25,normal
531,868,17,80,443,normal
877,729,1,23,53,normal
146,84,1,80,22,normal
941,459,6,68,53,normal
548,473,6,443,80,normal
915,216,6,20,80,normal
341,445,6,25,80,normal
385,363,17,20,23,normal
27,329,17,25,12,anomaly
584,605,1,25,22,normal
69,829,17,23,53,normal
826,43,1,68,80,normal
800,869,6,20,22,normal
906,25,6,53,20,normal
128,379,17,22,80,normal
669,900,1,53,80,normal
488,963,1,23,25,normal
457,439,17,443,53,normal
580,650,6,53,80,normal
164,921,17,22,25,normal
443,837,17,80,53,normal
982,968,6,80,443,normal
850,582,17,53,80,normal
626,159,1,23,53,normal
638,61,17,80,53,normal
327,385,17,53,22,normal
721,81,6,53,25,normal
887,480,6,25,20,normal
488,300,17,68,20,normal
253,620,1,22,22,normal
50,328,17,22,25,normal
698,307,6,443,53,normal
46,709,17,80,80,normal
829,524,1,80,68,normal
477,804,6,22,68,normal
217,297,1,68,443,normal
15,159,17,22,79,normal
116,167,17,23,80,normal
220,528,17,53,20,normal
545,243,17,53,53,normal
941,174,6,80,23,normal
615,562,6,25,53,normal
477,941,6,68,53,normal
219,52,6,79,80,normal
592,717,6,20,23,normal
744,827,1,80,443,normal
591,602,6,53,23,normal
295,714,17,25,25,normal
579,762,6,80,79,normal
689,562,17,20,80,normal
33,964,17,79,80,normal
184,598,17,80,53,normal
187,832,17,20,23,normal
638,907,17,23,53,normal
331,44,6,20,79,normal
500,566,6,79,25,normal
837,920,6,22,53,normal
843,831,6,25,68,normal
880,608,6,68,443,normal
693,923,17,53,53,normal
686,688,6,20,443,normal
270,209,17,20,80,normal
482,400,6,443,53,normal
853,8,17,80,80,normal
553,343,6,80,23,normal
428,929,6,68,80,normal
303,12,6,20,80,normal
24,73,1,25,20,normal
968,427,6,443,23,normal
612,271,6,22,25,normal
965,544,6,80,23,normal
484,310,17,25,22,normal
36,296,17,20,53,normal
28,84,6,79,20,normal
645,33,17,443,25,normal
337,311,17,80,25,normal
379,461,1,23,53,normal
59,138,17,23,53,normal
512,217,6,80,80,normal
363,934,6,23,68,normal
556,9,89,20,22,normal
116,736,1,443,22,normal
789,269,1,23,80,normal
613,242,6,53,20,normal
907,550,6,23,53,normal
59,143,6,443,22,normal
647,250,6,80,80,normal
693,520,17,443,80,normal
122,284,1,53,22,normal
237,766,89,80,22,normal
35,411,6,80,80,normal
516,447,17,443,68,normal
910,233,17,443,23,normal
268,602,17,23,53,normal
931,919,6,80,53,normal
304,439,1,20,53,normal
950,328,6,80,53,normal
239,849,6,80,443,normal
587,732,6,23,53,normal
500,377,6,53,22,normal
372,772,17,22,25,normal
592,623,1,79,53,normal
909,463,17,23,20,normal
544,222,6,80,53,normal
321,334,17,20,25,normal
453,117,17,25,80,normal
559,627,6,25,20,normal
714,363,6,53,22,normal
1656,503,17,25,22,anomaly
322,427,6,20,23,normal
682,119,17,25,23,normal
530,283,6,23,22,normal
89,591,17,25,53,normal
146,914,6,80,23,normal
217,485,6,53,53,normal
398,725,17,20,23,normal
674,784,6,23,22,normal
977,610,17,80,80,normal
593,841,1,80,53,normal
150,852,17,80,23,normal
170,774,17,80,443,normal
280,820,6,20,23,normal
296,686,6,80,25,normal
714,963,17,20,79,normal
214,496,6,79,23,normal
486,126,17,20,79,normal
744,688,89,80,80,normal
34,865,17,53,443,normal
518,651,1,22,22,normal
552,998,17,53,53,normal
594,456,1,80,53,normal
181,168,6,80,23,normal
113,370,17,23,80,normal
222,507,17,80,25,normal
313,941,17,22,22,normal
436,114,6,443,80,normal
233,228,6,80,68,normal
39,818,89,53,22,normal
961,844,6,443,443,normal
547,778,17,53,68,normal
545,406,17,23,68,normal
849,246,6,68,25,normal
758,439,6,80,20,normal
517,980,1,20,20,normal
675,217,6,23,25,normal
876,36,89,443,25,normal
470,668,17,23,80,normal
459,55,6,20,443,normal
331,623,6,22,80,normal
150,219,17,20,53,normal
751,449,6,80,80,normal
449,293,17,25,80,normal
606,902,6,80,80,anomaly
1656,503,17,80,22,anomaly
89,737,17,22,443,normal
220,962,6,25,80,normal
870,563,17,22,80,normal
968,602,6,79,23,normal
526,402,6,25,22,normal
607,981,17,53,22,normal
515,965,1,23,79,normal
826,605,17,68,53,normal
362,413,17,20,68,normal
672,172,17,68,53,normal
783,110,6,80,53,normal
225,488,6,53,53,normal
300,165,6,25,53,normal
858,922,89,53,79,normal
105,675,1,22,80,normal
595,622,1,23,80,normal
488,416,17,20,20,normal
912,310,6,23,80,normal
27,475,17,53,25,normal
162,785,6,53,80,normal
618,58,17,23,22,normal
457,104,6,53,22,normal
894,691,17,80,22,normal
663,859,6,20,68,normal
159,729,6,22,23,normal
532,426,89,20,80,normal
574,918,17,80,22,normal
309,174,17,80,23,normal
939,626,6,80,80,normal
153,184,6,80,20,normal
533,378,17,22,25,normal
832,166,6,53,53,normal
705,375,6,443,53,normal
763,154,17,79,443,normal
38,243,6,22,22,normal
854,696,6,20,53,normal
831,944,17,68,23,normal
727,509,6,53,20,normal
835,346,17,25,80,normal
438,648,1,68,25,normal
917,789,17,20,53,normal
82,724,1,79,80,normal
453,694,6,53,53,normal
600,843,17,80,23,normal
843,791,6,25,80,normal
686,700,17,80,23,normal
613,31,17,20,53,normal
254,743,6,22,53,normal
273,744,17,80,20,normal
815,183,6,80,53,normal
29,335,17,20,25,normal
67,467,6,53,443,normal
658,649,6,25,22,normal
269,822,6,22,25,normal
524,509,6,68,20,normal
72,743,6,25,443,normal
104,153,6,443,22,normal
15,540,6,79,53,normal
350,30,6,80,22,normal
728,20,6,80,23,normal
629,874,89,68,53,normal
360,235,6,23,25,normal
53,363,6,53,80,normal
381,493,17,443,79,normal
452,903,1,23,25,normal
789,937,17,53,23,normal
642,180,17,25,80,normal
251,465,6,68,53,normal
587,871,1,23,80,normal
273,186,17,53,25,normal
57,733,17,20,80,normal
292,485,17,68,23,normal
17,62,6,20,23,normal
374,778,17,443,443,normal
456,731,1,20,79,normal
733,125,6,53,53,normal
940,414,17,443,22,normal
713,731,17,25,53,normal
959,387,17,22,53,normal
247,585,17,80,22,normal
590,866,6,443,23,normal
550,319,6,53,23,normal
157,432,89,80,53,normal
375,544,17,53,23,normal
6,395,6,25,80,normal
735,67,6,80,20,normal
394,636,6,443,22,normal
948,978,17,53,23,normal
796,243,17,22,53,normal
487,286,6,53,22,normal
392,799,17,80,53,normal
738,975,89,22,20,normal
316,685,17,79,22,normal
549,295,6,20,80,normal
137,124,1,20,22,normal
325,568,6,53,443,normal
142,875,17,22,443,normal
670,849,6,20,80,normal
720,240,6,443,79,normal
708,754,6,23,23,normal
848,574,1,20,443,normal
348,464,89,80,53,normal
425,838,6,79,80,normal
13,322,17,23,53,normal
786,87,6,53,22,normal
379,810,6,443,80,normal
910,183,1,443,80,normal
197,702,6,443,25,normal
553,659,6,53,53,normal
69,702,6,23,80,normal
17,744,6,25,53,normal
68,843,17,22,79,normal
327,909,17,80,22,normal
750,938,17,80,20,normal
477,670,6,80,68,normal
508,611,6,443,443,normal
713,398,6,25,23,normal
686,899,17,53,68,normal
68,92,6,20,22,normal
688,26,17,443,53,normal
218,464,6,25,68,normal
440,164,17,22,22,normal
98,420,17,68,80,normal
353,369,1,20,25,normal
382,531,17,79,53,normal
95,193,6,23,20,normal
994,523,6,22,443,normal
633,9,17,23,53,normal
717,267,17,23,53,normal
219,234,6,80,20,normal
312,384,6,22,53,normal
934,148,1,80,53,normal
465,914,17,53,22,normal
105,612,6,443,53,normal
97,749,6,22,20,normal
675,176,6,25,53,normal
33,234,17,80,79,normal
3,135,6,53,20,normal
958,305,17,53,53,normal
328,378,6,53,80,normal
62,958,6,20,20,normal
381,641,1,23,23,normal
512,828,17,22,80,normal
624,471,6,53,53,normal
941,535,6,68,23,normal
994,454,17,53,22,normal
791,597,17,53,68,normal
777,718,17,68,443,normal
514,747,6,68,53,normal
110,780,17,23,80,normal
670,602,6,53,20,normal
927,695,6,80,22,normal
601,491,17,443,68,normal
819,720,17,23,443,normal
395,337,89,80,80,normal
6,413,17,53,80,normal
303,416,17,23,443,normal
728,463,89,443,53,normal
548,170,6,80,68,normal
370,247,17,53,53,normal
833,847,1,53,80,normal
683,1,6,25,20,normal
705,700,89,443,53,normal
573,737,6,23,79,normal
316,184,17,23,22,normal
413,171,17,443,53,normal
337,497,6,23,80,normal
764,591,6,80,20,normal
694,348,17,23,22,normal
137,940,6,80,23,normal
142,895,17,79,53,normal
388,405,17,20,20,normal
887,721,17,79,79,normal
814,672,6,80,80,normal
196,764,17,20,20,normal
395,533,6,25,80,normal
735,965,6,23,80,normal
8,832,17,80,25,normal
130,133,6,22,23,normal
451,363,17,23,53,normal
760,549,6,23,20,normal
511,331,1,79,23,normal
958,570,89,22,23,normal
544,883,1,443,53,normal
349,269,6,25,22,normal
956,653,6,80,68,normal
696,442,17,53,22,normal
869,580,17,68,443,normal
772,567,89,23,22,normal
677,272,1,20,20,normal
918,891,17,53,23,normal
591,70,17,53,80,normal
635,50,6,80,443,normal
212,810,6,25,53,normal
246,773,6,53,22,normal
723,156,1,20,53,normal
632,503,6,23,23,normal
